Mensaje	Riesgo
Mensaje de alto riesgo: comentario que invita a responder a los problemas con violencia en un video de barrio, presentado como algo normal.	4
El mensaje usa texto que celebra que alguien termine lastimado, sin detalles gráficos como forma de presión o miedo; no es adecuado para niños.	4
Comentario de riesgo medio: mensaje que trata los golpes como entretenimiento, con normalización de una conducta agresiva.	3
Comentario sobre entrenamiento de artes marciales con protección; puede no ser ideal para niños pequeños, pero no es extremo.	2
Comentario no recomendado para menores: comentario que amenaza con hacer daño a otra persona sin dar instrucciones, con tono de amenaza o intimidación.	4
El mensaje presenta comentario que elogia a figuras criminales violentas como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo alto: mensaje que glorifica una pelea fuerte y humillante en un comentario de redes, con glorificación de daño.	4
Comentario de riesgo 5 porque incluye comentario que normaliza hacer daño grave para ganar respeto en un video de reacción, con una situación tensa.	5
Comentario de riesgo 5 porque incluye comentario que elogia a figuras criminales violentas en un fragmento de película, que requiere supervisión adulta.	5
El texto menciona video donde se normaliza resolver conflictos con golpes en una animación oscura; no es apto para niños sin supervisión.	3
Mensaje con caída cómica sobre colchoneta sin consecuencias en una discusión grabada, tratado como ficción o actividad controlada.	2
Comentario de riesgo 5 porque incluye mensaje que presenta la crueldad como algo aceptable en un clip de internet, sin detalles explícitos.	5
solo con Drones😁😁	5
El mensaje usa comentario que invita a responder a los problemas con violencia como forma de presión o miedo; no es adecuado para niños.	4
Comentario no recomendado para menores: texto que celebra que alguien termine lastimado, sin detalles gráficos, con tono de amenaza o intimidación.	4
Texto preocupante porque incluye texto que celebra que alguien termine lastimado, sin detalles gráficos; no contiene instrucciones, pero sí normaliza violencia.	4
Comentario con escena de empujón accidental tratada como humor; puede ser poco amable, pero no llega a violencia real.	1
El mensaje usa mensaje que normaliza la venganza violenta como forma de presión o miedo; no es adecuado para niños.	4
Mensaje con escena de empujones en un juego físico supervisado en una publicación de fans, tratado como ficción o actividad controlada.	2
Mensaje muy riesgoso: texto que amenaza con consecuencias violentas graves; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en una discusión grabada, claramente no apto para menores.	5
Mensaje de alto riesgo: texto que justifica golpear a alguien por una discusión en un fragmento de película, con tono intimidante.	4
Comentario de riesgo 5 porque incluye texto que promueve miedo, control e intimidación como poder en un clip de internet, con una idea negativa para menores.	5
Texto preocupante porque incluye comentario que presenta el daño físico como algo divertido; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto con riesgo bajo-medio: persecución ficticia sin daño real, presentado sin daño explícito.	2
Mensaje de alto riesgo: comentario que usa intimidación para provocar miedo en un relato ficticio, que requiere supervisión adulta.	4
Contenido de riesgo máximo: mensaje que glorifica violencia grave y la presenta como admirable en un fragmento de película, claramente no apto para menores.	5
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en un relato ficticio, con tono intimidante.	5
Texto con violencia moderada: video donde se normaliza resolver conflictos con golpes, con enfoque poco saludable.	3
Texto no apto para niños ni adolescentes: mensaje que romantiza el crimen violento y sus consecuencias, con normalización de violencia extrema.	5
Mensaje con discusión fuerte donde nadie resulta herido en un fragmento de película, tratado como ficción o actividad controlada.	2
Contenido de riesgo alto: comentario que usa intimidación para provocar miedo en una discusión grabada, con glorificación de daño.	4
Texto no apto para niños ni adolescentes: mensaje que romantiza el crimen violento y sus consecuencias, con normalización de violencia extrema.	5
El contenido presenta pelea callejera mencionada de forma general sin detalles gráficos en un clip de internet, lo cual puede ser inadecuado para menores.	3
El mensaje contiene queja exagerada sobre perder un juego en un foro de adolescentes, pero se mantiene en un nivel leve.	1
Y el que va mero atrás valiéndole vrg la vida jajaja	5
Mensaje de alto riesgo: comentario que usa intimidación para provocar miedo en una publicación de fans, con una situación tensa.	4
Texto con riesgo bajo-medio: video de acción con golpes simulados y tono ficticio, presentado sin daño explícito.	2
Contenido de riesgo máximo: texto que promueve miedo, control e intimidación como poder en un fragmento de película, claramente no apto para menores.	5
El mensaje contiene escena de empujón accidental tratada como humor en una discusión grabada, pero se mantiene en un nivel leve.	1
Mensaje con conflicto menor: intercambio tenso que termina en disculpa, sin contenido gráfico.	1
Texto con riesgo bajo-medio: entrenamiento de artes marciales con protección, presentado sin daño explícito.	2
Amigos son aquellos que te ven llorando y te dicen: ¿A quién matamos? Pablo Escobar	5
El mensaje presenta texto que promueve miedo, control e intimidación como poder como algo aceptable o admirable; es altamente inadecuado para menores.	5
El contenido presenta mensaje que describe una persecución agresiva sin detalles explícitos en un relato ficticio, lo cual puede ser inadecuado para menores.	3
Comentario de riesgo 5 porque incluye comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en un video de reacción, con tono intimidante.	5
Mensaje con video de acción con golpes simulados y tono ficticio en una animación oscura, tratado como ficción o actividad controlada.	2
Mensaje con video de acción con golpes simulados y tono ficticio en un video de reacción, tratado como ficción o actividad controlada.	2
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en una publicación de fans, claramente no apto para menores.	5
El contenido presenta comentario que alienta una revancha física sin explicar cómo en un video de reacción, lo cual puede ser inadecuado para menores.	3
Comentario de riesgo 5 porque incluye mensaje que trata la violencia extrema como espectáculo en un video de reacción, con lenguaje de conflicto.	5
Mensaje problemático por pelea callejera mencionada de forma general sin detalles gráficos; describe violencia a alto nivel, sin detalles gráficos.	3
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un montaje dramático, claramente no apto para menores.	5
Texto con violencia moderada: video donde se normaliza resolver conflictos con golpes, con una situación tensa.	3
Mensaje muy riesgoso: comentario que elogia a figuras criminales violentas; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo máximo: comentario que normaliza hacer daño grave para ganar respeto en una transmisión en vivo, claramente no apto para menores.	5
Comentario de riesgo medio: mensaje que trata los golpes como entretenimiento, con normalización de una conducta agresiva.	3
El mensaje incluye caída cómica sobre colchoneta sin consecuencias en un video de reacción; es acción leve y no gráfica.	2
Comentario sin riesgo: habla de opinión neutral sobre una receta sencilla, sin violencia ni amenazas.	0
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en un foro de adolescentes, claramente no apto para menores.	5
El mensaje presenta mensaje que presenta la crueldad como algo aceptable como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje presenta mensaje que glorifica violencia grave y la presenta como admirable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario no recomendado para menores: comentario que invita a responder a los problemas con violencia, con tono de amenaza o intimidación.	4
Comentario no recomendado para menores: mensaje que normaliza la venganza violenta, con tono de amenaza o intimidación.	4
He construido mi organización sobre el miedo. Al Capone	5
El mensaje presenta comentario que celebra daño severo hacia otra persona sin describirlo gráficamente como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario con comentario con tono molesto pero sin amenazas; puede ser poco amable, pero no llega a violencia real.	1
Contenido de riesgo máximo: mensaje que romantiza el crimen violento y sus consecuencias en un montaje dramático, claramente no apto para menores.	5
Comentario no recomendado para menores: texto que celebra que alguien termine lastimado, sin detalles gráficos, con tono de amenaza o intimidación.	4
Texto preocupante porque incluye comentario que amenaza con hacer daño a otra persona sin dar instrucciones; no contiene instrucciones, pero sí normaliza violencia.	4
Texto apto para menores sobre comentario positivo sobre un juego de mesa; no contiene agresión ni intimidación.	0
El mensaje presenta texto que amenaza con consecuencias violentas graves como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en un foro de adolescentes, con lenguaje de conflicto.	5
Texto de bajo riesgo: aparece discusión leve entre personajes sin insultos fuertes, sin amenazas ni daño físico.	1
Texto no apto para niños ni adolescentes: comentario que elogia a figuras criminales violentas, con normalización de violencia extrema.	5
El mensaje presenta mensaje que romantiza el crimen violento y sus consecuencias como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto de bajo riesgo: aparece comentario con tono molesto pero sin amenazas, sin amenazas ni daño físico.	1
Texto no apto para niños ni adolescentes: mensaje que glorifica violencia grave y la presenta como admirable, con normalización de violencia extrema.	5
El contenido presenta video donde se normaliza resolver conflictos con golpes en un foro de adolescentes, lo cual puede ser inadecuado para menores.	3
Comentario no recomendado para menores: texto que justifica golpear a alguien por una discusión, con tono de amenaza o intimidación.	4
Texto con violencia moderada: video con intimidación y contacto violento descrito a alto nivel, con enfoque poco saludable.	3
El contenido presenta video donde se normaliza resolver conflictos con golpes en un video de barrio, lo cual puede ser inadecuado para menores.	3
Mensaje con discusión fuerte donde nadie resulta herido en un comentario de redes, tratado como ficción o actividad controlada.	2
El mensaje usa comentario que usa intimidación para provocar miedo como forma de presión o miedo; no es adecuado para niños.	4
Mensaje problemático por video con intimidación y contacto violento descrito a alto nivel; describe violencia a alto nivel, sin detalles gráficos.	3
Mensaje con conflicto menor: comentario de rivalidad escolar sin daño físico, sin contenido gráfico.	1
Texto preocupante porque incluye comentario que amenaza con hacer daño a otra persona sin dar instrucciones; no contiene instrucciones, pero sí normaliza violencia.	4
Texto preocupante porque incluye mensaje que glorifica una pelea fuerte y humillante; no contiene instrucciones, pero sí normaliza violencia.	4
Mensaje con pelea leve de caricatura sin heridas ni miedo intenso en un video viral, tratado como ficción o actividad controlada.	2
estamo corriendo , pero para corretiar a las gallinas que empezaron a bolar	5
El texto menciona comentario que celebra una discusión que se vuelve física en una historia corta; no es apto para niños sin supervisión.	3
Comentario positivo de comentario sobre un video educativo sin lenguaje agresivo; es adecuado para un entorno infantil.	0
El contenido presenta comentario que alienta una revancha física sin explicar cómo en una animación oscura, lo cual puede ser inadecuado para menores.	3
Contenido de riesgo alto: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un foro de adolescentes, con glorificación de daño.	4
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en un video de barrio, claramente no apto para menores.	5
El mensaje incluye juego de batalla con accesorios de espuma en una transmisión en vivo; es acción leve y no gráfica.	2
Mensaje problemático por comentario que alienta una revancha física sin explicar cómo; describe violencia a alto nivel, sin detalles gráficos.	3
Texto con violencia moderada: comentario que minimiza una pelea real entre adolescentes, con tono intimidante.	3
El mensaje usa comentario que usa intimidación para provocar miedo como forma de presión o miedo; no es adecuado para niños.	4
Comentario de riesgo 5 porque incluye mensaje que trata la violencia extrema como espectáculo en un comentario de redes, con enfoque poco saludable.	5
Contenido de riesgo alto: mensaje que normaliza la venganza violenta en un montaje dramático, con glorificación de daño.	4
El texto menciona pelea callejera mencionada de forma general sin detalles gráficos en un foro de adolescentes; no es apto para niños sin supervisión.	3
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en una escena de acción, claramente no apto para menores.	5
Comentario no recomendado para menores: mensaje que se burla de una víctima después de una agresión, con tono de amenaza o intimidación.	4
Mensaje problemático por mensaje que trata los golpes como entretenimiento; describe violencia a alto nivel, sin detalles gráficos.	3
Texto no apto para niños ni adolescentes: texto que promueve miedo, control e intimidación como poder, con normalización de violencia extrema.	5
El mensaje incluye pelea leve de caricatura sin heridas ni miedo intenso en un video de reacción; es acción leve y no gráfica.	2
El texto menciona mensaje que describe una persecución agresiva sin detalles explícitos en una animación oscura; no es apto para niños sin supervisión.	3
Contenido de riesgo alto: comentario que presenta el daño físico como algo divertido en un video de barrio, con glorificación de daño.	4
Texto no apto para niños ni adolescentes: mensaje que glorifica violencia grave y la presenta como admirable, con normalización de violencia extrema.	5
jajajaja 😈😈	5
El texto menciona comentario que alienta una revancha física sin explicar cómo en un clip de internet; no es apto para niños sin supervisión.	3
las mayisitas sirven pero para subir videos domas jajajaja	5
Comentario de riesgo 5 porque incluye comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en un video de barrio, con lenguaje de conflicto.	5
Texto apto para menores sobre mensaje familiar sobre un cuento animado; no contiene agresión ni intimidación.	0
El mensaje presenta texto que promueve miedo, control e intimidación como poder como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario no recomendado para menores: comentario que usa intimidación para provocar miedo, con tono de amenaza o intimidación.	4
Comentario de riesgo medio: video con intimidación y contacto violento descrito a alto nivel, con normalización de una conducta agresiva.	3
El mensaje contiene discusión leve entre personajes sin insultos fuertes en una escena de acción, pero se mantiene en un nivel leve.	1
El texto menciona mensaje que describe una persecución agresiva sin detalles explícitos en un clip de internet; no es apto para niños sin supervisión.	3
El mensaje incluye juego de batalla con accesorios de espuma en una transmisión en vivo; es acción leve y no gráfica.	2
Contenido de riesgo máximo: comentario que elogia a figuras criminales violentas en una animación oscura, claramente no apto para menores.	5
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en un clip de internet, claramente no apto para menores.	5
Contenido de riesgo alto: comentario que usa intimidación para provocar miedo en un relato ficticio, con glorificación de daño.	4
El texto menciona escena donde varios personajes se enfrentan físicamente en una escena de acción; no es apto para niños sin supervisión.	3
Texto no apto para niños ni adolescentes: mensaje que trata la violencia extrema como espectáculo, con normalización de violencia extrema.	5
Texto con riesgo bajo-medio: video de acción con golpes simulados y tono ficticio, presentado sin daño explícito.	2
Mensaje problemático por comentario que celebra una discusión que se vuelve física; describe violencia a alto nivel, sin detalles gráficos.	3
Mensaje problemático por comentario que minimiza una pelea real entre adolescentes; describe violencia a alto nivel, sin detalles gráficos.	3
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en una animación oscura, claramente no apto para menores.	5
Contenido de riesgo alto: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en una historia corta, con glorificación de daño.	4
Mensaje muy riesgoso: comentario que elogia a figuras criminales violentas; evita detalles gráficos, pero glorifica daño grave.	5
El texto muestra broma ruda entre amigos que no pasa a mayores en un clip de internet, con tono molesto pero controlado.	1
Mensaje de alto riesgo: comentario que usa intimidación para provocar miedo en una escena de acción, descrito de forma general.	4
Texto de bajo riesgo: aparece queja exagerada sobre perder un juego, sin amenazas ni daño físico.	1
El mensaje presenta comentario que celebra daño severo hacia otra persona sin describirlo gráficamente como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto no apto para niños ni adolescentes: mensaje que glorifica violencia grave y la presenta como admirable, con normalización de violencia extrema.	5
Mensaje muy riesgoso: texto que amenaza con consecuencias violentas graves; evita detalles gráficos, pero glorifica daño grave.	5
Texto con riesgo bajo-medio: escena de empujones en un juego físico supervisado, presentado sin daño explícito.	2
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en un video de reacción, claramente no apto para menores.	5
Comentario de riesgo 5 porque incluye comentario que normaliza hacer daño grave para ganar respeto en una historia corta, que requiere supervisión adulta.	5
Mensaje de alto riesgo: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un comentario de redes, con tono intimidante.	4
El mensaje presenta mensaje que trata la violencia extrema como espectáculo como algo aceptable o admirable; es altamente inadecuado para menores.	5
Texto con violencia moderada: comentario que alienta una revancha física sin explicar cómo, presentado como algo normal.	3
Comentario sobre caída cómica sobre colchoneta sin consecuencias; puede no ser ideal para niños pequeños, pero no es extremo.	2
Comentario de riesgo medio: comentario que minimiza una pelea real entre adolescentes, con normalización de una conducta agresiva.	3
El contenido menciona competencia deportiva con contacto controlado; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
Contenido de riesgo máximo: texto que celebra una agresión extrema sin detalles explícitos en una publicación de fans, claramente no apto para menores.	5
Comentario de riesgo medio: escena donde varios personajes se enfrentan físicamente, con normalización de una conducta agresiva.	3
Comentario sobre pelea leve de caricatura sin heridas ni miedo intenso; puede no ser ideal para niños pequeños, pero no es extremo.	2
Comentario no recomendado para menores: mensaje que glorifica una pelea fuerte y humillante, con tono de amenaza o intimidación.	4
Texto no apto para niños ni adolescentes: mensaje que glorifica violencia grave y la presenta como admirable, con normalización de violencia extrema.	5
El contenido menciona discusión fuerte donde nadie resulta herido; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
El mensaje presenta mensaje que trata la violencia extrema como espectáculo como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: mensaje que glorifica una pelea fuerte y humillante en una escena de acción, con lenguaje de conflicto.	4
Mensaje de alto riesgo: mensaje que glorifica una pelea fuerte y humillante en una escena de acción, presentado como algo normal.	4
El mensaje presenta texto que amenaza con consecuencias violentas graves como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario no recomendado para menores: mensaje que normaliza la venganza violenta, con tono de amenaza o intimidación.	4
Texto con violencia moderada: escena donde varios personajes se enfrentan físicamente, con enfoque poco saludable.	3
El contenido presenta video con intimidación y contacto violento descrito a alto nivel en una historia corta, lo cual puede ser inadecuado para menores.	3
Texto no apto para niños ni adolescentes: texto que celebra una agresión extrema sin detalles explícitos, con normalización de violencia extrema.	5
El mensaje contiene discusión leve entre personajes sin insultos fuertes en una historia corta, pero se mantiene en un nivel leve.	1
Mensaje con caída cómica sobre colchoneta sin consecuencias en una publicación de fans, tratado como ficción o actividad controlada.	2
Mensaje muy riesgoso: mensaje que romantiza el crimen violento y sus consecuencias; evita detalles gráficos, pero glorifica daño grave.	5
El mensaje presenta comentario que normaliza hacer daño grave para ganar respeto como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo alto: texto que presume participar en actos agresivos en un foro de adolescentes, con glorificación de daño.	4
Mensaje de alto riesgo: comentario que usa intimidación para provocar miedo en un fragmento de película, con tono intimidante.	4
Contenido de riesgo alto: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un video de barrio, con glorificación de daño.	4
Texto con violencia moderada: mensaje que describe una persecución agresiva sin detalles explícitos, sin detalles explícitos.	3
Comentario de riesgo medio: mensaje que trata los golpes como entretenimiento, con normalización de una conducta agresiva.	3
El contenido presenta comentario que celebra una discusión que se vuelve física en un video de barrio, lo cual puede ser inadecuado para menores.	3
El texto muestra frase competitiva con enojo leve en una historia corta, con tono molesto pero controlado.	1
El contenido presenta comentario que minimiza una pelea real entre adolescentes en un video de barrio, lo cual puede ser inadecuado para menores.	3
Comentario de riesgo 5 porque incluye mensaje que romantiza el crimen violento y sus consecuencias en un video de reacción, no apto para niños pequeños.	5
El contenido presenta video donde se normaliza resolver conflictos con golpes en un montaje dramático, lo cual puede ser inadecuado para menores.	3
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en una publicación de fans, claramente no apto para menores.	5
Comentario de riesgo 5 porque incluye texto que amenaza con consecuencias violentas graves en un montaje dramático, no apto para niños pequeños.	5
El mensaje usa texto que justifica golpear a alguien por una discusión como forma de presión o miedo; no es adecuado para niños.	4
Comentario de riesgo medio: mensaje que describe una persecución agresiva sin detalles explícitos, con normalización de una conducta agresiva.	3
El texto menciona comentario que celebra una discusión que se vuelve física en un clip de internet; no es apto para niños sin supervisión.	3
El mensaje presenta mensaje que glorifica violencia grave y la presenta como admirable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Mensaje de alto riesgo: texto que presume participar en actos agresivos en una animación oscura, sin detalles explícitos.	4
Texto con violencia moderada: comentario que celebra una discusión que se vuelve física, con una situación tensa.	3
El mensaje incluye entrenamiento de artes marciales con protección en una historia corta; es acción leve y no gráfica.	2
Mensaje de alto riesgo: texto que celebra que alguien termine lastimado, sin detalles gráficos en una historia corta, con una idea negativa para menores.	4
El mensaje contiene comentario de rivalidad escolar sin daño físico en un comentario de redes, pero se mantiene en un nivel leve.	1
El mensaje contiene broma ruda entre amigos que no pasa a mayores en un fragmento de película, pero se mantiene en un nivel leve.	1
Comentario de riesgo medio: mensaje que presenta la agresión como forma de ganar respeto, con normalización de una conducta agresiva.	3
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
Comentario de riesgo 5 porque incluye texto que celebra una agresión extrema sin detalles explícitos en una publicación de fans, con lenguaje de conflicto.	5
El texto menciona mensaje que presenta la agresión como forma de ganar respeto en una historia corta; no es apto para niños sin supervisión.	3
Texto con riesgo bajo-medio: escena de empujones en un juego físico supervisado, presentado sin daño explícito.	2
Mensaje de alto riesgo: comentario que usa intimidación para provocar miedo en una discusión grabada, con tono intimidante.	4
Texto con riesgo bajo-medio: video de acción con golpes simulados y tono ficticio, presentado sin daño explícito.	2
Comentario positivo de comentario amable sobre una canción infantil; es adecuado para un entorno infantil.	0
Mensaje de alto riesgo: texto que justifica golpear a alguien por una discusión en una historia corta, presentado como algo normal.	4
Contenido de riesgo alto: comentario que amenaza con hacer daño a otra persona sin dar instrucciones en un video viral, con glorificación de daño.	4
El mensaje presenta mensaje que glorifica violencia grave y la presenta como admirable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo máximo: comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en una transmisión en vivo, claramente no apto para menores.	5
Comentario positivo de comentario positivo sobre un juego de mesa; es adecuado para un entorno infantil.	0
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en un comentario de redes, claramente no apto para menores.	5
Texto no apto para niños ni adolescentes: mensaje que romantiza el crimen violento y sus consecuencias, con normalización de violencia extrema.	5
Texto preocupante porque incluye comentario que usa intimidación para provocar miedo; no contiene instrucciones, pero sí normaliza violencia.	4
Contenido de riesgo alto: comentario que invita a responder a los problemas con violencia en un relato ficticio, con glorificación de daño.	4
Comentario positivo de opinión neutral sobre una receta sencilla; es adecuado para un entorno infantil.	0
El contenido menciona escena de choque leve presentada como comedia; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
Mensaje problemático por comentario que minimiza una pelea real entre adolescentes; describe violencia a alto nivel, sin detalles gráficos.	3
Comentario de riesgo 5 porque incluye texto que celebra una agresión extrema sin detalles explícitos en una historia corta, con lenguaje de conflicto.	5
Texto preocupante porque incluye mensaje que glorifica una pelea fuerte y humillante; no contiene instrucciones, pero sí normaliza violencia.	4
El contenido presenta mensaje que presenta la agresión como forma de ganar respeto en un video de barrio, lo cual puede ser inadecuado para menores.	3
El mensaje incluye entrenamiento de artes marciales con protección en un comentario de redes; es acción leve y no gráfica.	2
El texto menciona comentario que minimiza una pelea real entre adolescentes en una animación oscura; no es apto para niños sin supervisión.	3
Comentario con intercambio tenso que termina en disculpa; puede ser poco amable, pero no llega a violencia real.	1
Mensaje muy riesgoso: mensaje que presenta la crueldad como algo aceptable; evita detalles gráficos, pero glorifica daño grave.	5
Comentario sobre escena de choque leve presentada como comedia; puede no ser ideal para niños pequeños, pero no es extremo.	2
Comentario sin riesgo: habla de comentario positivo sobre un juego de mesa, sin violencia ni amenazas.	0
Contenido de riesgo alto: mensaje que se burla de una víctima después de una agresión en un foro de adolescentes, con glorificación de daño.	4
Contenido de riesgo alto: texto que justifica golpear a alguien por una discusión en una discusión grabada, con glorificación de daño.	4
Texto con riesgo bajo-medio: escena de empujones en un juego físico supervisado, presentado sin daño explícito.	2
Texto con violencia moderada: comentario que minimiza una pelea real entre adolescentes, que puede asustar a menores.	3
Mensaje problemático por comentario que celebra una discusión que se vuelve física; describe violencia a alto nivel, sin detalles gráficos.	3
Texto no apto para niños ni adolescentes: mensaje que presenta la crueldad como algo aceptable, con normalización de violencia extrema.	5
Mensaje muy riesgoso: mensaje que romantiza el crimen violento y sus consecuencias; evita detalles gráficos, pero glorifica daño grave.	5
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en una escena de acción, claramente no apto para menores.	5
Comentario positivo de opinión positiva sobre una manualidad familiar; es adecuado para un entorno infantil.	0
El texto menciona video donde se normaliza resolver conflictos con golpes en un clip de internet; no es apto para niños sin supervisión.	3
Contenido de riesgo máximo: mensaje que glorifica violencia grave y la presenta como admirable en un video de reacción, claramente no apto para menores.	5
El mensaje incluye caída cómica sobre colchoneta sin consecuencias en un video de barrio; es acción leve y no gráfica.	2
Contenido de riesgo máximo: comentario que normaliza hacer daño grave para ganar respeto en una historia corta, claramente no apto para menores.	5
Texto con violencia moderada: pelea callejera mencionada de forma general sin detalles gráficos, con tono intimidante.	3
El contenido presenta comentario que alienta una revancha física sin explicar cómo en una animación oscura, lo cual puede ser inadecuado para menores.	3
El texto menciona mensaje que trata los golpes como entretenimiento en un video viral; no es apto para niños sin supervisión.	3
Comentario no recomendado para menores: comentario que presenta el daño físico como algo divertido, con tono de amenaza o intimidación.	4
El mensaje presenta texto que celebra una agresión extrema sin detalles explícitos como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo máximo: texto que amenaza con consecuencias violentas graves en una publicación de fans, claramente no apto para menores.	5
Texto de bajo riesgo: aparece escena de empujón accidental tratada como humor, sin amenazas ni daño físico.	1
Mensaje problemático por pelea callejera mencionada de forma general sin detalles gráficos; describe violencia a alto nivel, sin detalles gráficos.	3
El contenido menciona persecución ficticia sin daño real; requiere contexto, aunque no da instrucciones ni detalles gráficos.	2
El mensaje presenta mensaje que presenta la crueldad como algo aceptable como algo aceptable o admirable; es altamente inadecuado para menores.	5
Comentario de riesgo 5 porque incluye comentario que celebra daño severo hacia otra persona sin describirlo gráficamente en un fragmento de película, con lenguaje de conflicto.	5
Contenido de riesgo máximo: mensaje que presenta la crueldad como algo aceptable en un fragmento de película, claramente no apto para menores.	5
pura 4 LETRAS	5
El mensaje presenta comentario que celebra daño severo hacia otra persona sin describirlo gráficamente como algo aceptable o admirable; es altamente inadecuado para menores.	5
Contenido de riesgo alto: mensaje que normaliza la venganza violenta en una discusión grabada, con glorificación de daño.	4
El mensaje usa texto que celebra que alguien termine lastimado, sin detalles gráficos como forma de presión o miedo; no es adecuado para niños.	4
Contenido de riesgo máximo: comentario que elogia a figuras criminales violentas en un comentario de redes, claramente no apto para menores.	5
Mensaje de alto riesgo: comentario que invita a responder a los problemas con violencia en un video viral, descrito de forma general.	4
Texto preocupante porque incluye mensaje que normaliza la venganza violenta; no contiene instrucciones, pero sí normaliza violencia.	4
El mensaje incluye persecución ficticia sin daño real en un video de barrio; es acción leve y no gráfica.	2
El texto menciona mensaje que describe una persecución agresiva sin detalles explícitos en una publicación de fans; no es apto para niños sin supervisión.	3
Mensaje muy riesgoso: comentario que elogia a figuras criminales violentas; evita detalles gráficos, pero glorifica daño grave.	5
Texto con violencia moderada: mensaje que describe una persecución agresiva sin detalles explícitos, con enfoque poco saludable.	3
Contenido de riesgo máximo: mensaje que trata la violencia extrema como espectáculo en una escena de acción, claramente no apto para menores.	5
El mensaje usa mensaje que normaliza la venganza violenta como forma de presión o miedo; no es adecuado para niños.	4
Contenido de riesgo máximo: mensaje que glorifica violencia grave y la presenta como admirable en un foro de adolescentes, claramente no apto para menores.	5
El mensaje presenta texto que celebra una agresión extrema sin detalles explícitos como algo aceptable o admirable; es altamente inadecuado para menores.	5
El mensaje usa mensaje que normaliza la venganza violenta como forma de presión o miedo; no es adecuado para niños.	4
Mensaje problemático por mensaje que trata los golpes como entretenimiento; describe violencia a alto nivel, sin detalles gráficos.	3
Texto no apto para niños ni adolescentes: comentario que elogia a figuras criminales violentas, con normalización de violencia extrema.	5
Texto con riesgo bajo-medio: escena de choque leve presentada como comedia, presentado sin daño explícito.	2
El mensaje incluye juego de batalla con accesorios de espuma en una publicación de fans; es acción leve y no gráfica.	2
Comentario no recomendado para menores: mensaje que normaliza la venganza violenta, con tono de amenaza o intimidación.	4
jajaja siempre corren no saben otra	5
Contenido de riesgo máximo: comentario que normaliza hacer daño grave para ganar respeto en una historia corta, claramente no apto para menores.	5
Mensaje con video de acción con golpes simulados y tono ficticio en un fragmento de película, tratado como ficción o actividad controlada.	2
Texto preocupante porque incluye texto que justifica golpear a alguien por una discusión; no contiene instrucciones, pero sí normaliza violencia.	4
